.headers on
--Name: Kindra Bilodeau
--File:Lab03.sql
--Date: January 22,2019

-- 1. What is the order number and the date of each order sold by each employee?
select e.employeeid, e.lastname, e.firstname, o.employeeid, o.orderid, o.orderdate
from employees e inner join orders o on e.employeeid = o.employeeid order by e.employeeid;
EmployeeID|LastName|FirstName|EmployeeID|OrderID|OrderDate
1|Davolio|Nancy|1|10542|1997-05-20
1|Davolio|Nancy|1|10546|1997-05-23
1|Davolio|Nancy|1|10558|1997-06-04
1|Davolio|Nancy|1|10562|1997-06-09
1|Davolio|Nancy|1|10567|1997-06-12
1|Davolio|Nancy|1|10579|1997-06-25
1|Davolio|Nancy|1|10587|1997-07-02
1|Davolio|Nancy|1|10591|1997-07-07
1|Davolio|Nancy|1|10598|1997-07-14
1|Davolio|Nancy|1|10604|1997-07-18
1|Davolio|Nancy|1|10605|1997-07-21
1|Davolio|Nancy|1|10612|1997-07-28
1|Davolio|Nancy|1|10616|1997-07-31
1|Davolio|Nancy|1|10618|1997-08-01
1|Davolio|Nancy|1|10626|1997-08-11
1|Davolio|Nancy|1|10630|1997-08-13
1|Davolio|Nancy|1|10653|1997-09-02
1|Davolio|Nancy|1|10655|1997-09-03
1|Davolio|Nancy|1|10664|1997-09-10
1|Davolio|Nancy|1|10665|1997-09-11
1|Davolio|Nancy|1|10668|1997-09-15
1|Davolio|Nancy|1|10671|1997-09-17
1|Davolio|Nancy|1|10677|1997-09-22
1|Davolio|Nancy|1|10680|1997-09-24
1|Davolio|Nancy|1|10689|1997-10-01
1|Davolio|Nancy|1|10690|1997-10-02
1|Davolio|Nancy|1|10709|1997-10-17
1|Davolio|Nancy|1|10710|1997-10-20
1|Davolio|Nancy|1|10713|1997-10-22
1|Davolio|Nancy|1|10717|1997-10-24
1|Davolio|Nancy|1|10718|1997-10-27
1|Davolio|Nancy|1|10733|1997-11-07
1|Davolio|Nancy|1|10743|1997-11-17
1|Davolio|Nancy|1|10746|1997-11-19
1|Davolio|Nancy|1|10773|1997-12-11
1|Davolio|Nancy|1|10776|1997-12-15
1|Davolio|Nancy|1|10785|1997-12-18
1|Davolio|Nancy|1|10788|1997-12-22
1|Davolio|Nancy|1|10789|1997-12-22
1|Davolio|Nancy|1|10792|1997-12-23
1|Davolio|Nancy|1|10800|1997-12-26
1|Davolio|Nancy|1|10813|1998-01-05
1|Davolio|Nancy|1|10821|1998-01-08
1|Davolio|Nancy|1|10825|1998-01-09
1|Davolio|Nancy|1|10827|1998-01-12
1|Davolio|Nancy|1|10834|1998-01-15
1|Davolio|Nancy|1|10835|1998-01-15
1|Davolio|Nancy|1|10842|1998-01-20
1|Davolio|Nancy|1|10850|1998-01-23
1|Davolio|Nancy|1|10859|1998-01-29
1|Davolio|Nancy|1|10877|1998-02-09
1|Davolio|Nancy|1|10886|1998-02-13
1|Davolio|Nancy|1|10888|1998-02-16
1|Davolio|Nancy|1|10894|1998-02-18
1|Davolio|Nancy|1|10900|1998-02-20
1|Davolio|Nancy|1|10902|1998-02-23
1|Davolio|Nancy|1|10909|1998-02-26
1|Davolio|Nancy|1|10910|1998-02-26
1|Davolio|Nancy|1|10916|1998-02-27
1|Davolio|Nancy|1|10921|1998-03-03
1|Davolio|Nancy|1|10928|1998-03-05
1|Davolio|Nancy|1|10946|1998-03-12
1|Davolio|Nancy|1|10950|1998-03-16
1|Davolio|Nancy|1|10952|1998-03-16
1|Davolio|Nancy|1|10968|1998-03-23
1|Davolio|Nancy|1|10969|1998-03-23
1|Davolio|Nancy|1|10975|1998-03-25
1|Davolio|Nancy|1|10976|1998-03-25
1|Davolio|Nancy|1|10981|1998-03-27
1|Davolio|Nancy|1|10984|1998-03-30
1|Davolio|Nancy|1|10991|1998-04-01
1|Davolio|Nancy|1|10992|1998-04-01
1|Davolio|Nancy|1|10995|1998-04-02
1|Davolio|Nancy|1|11012|1998-04-09
1|Davolio|Nancy|1|11023|1998-04-14
1|Davolio|Nancy|1|11027|1998-04-16
1|Davolio|Nancy|1|11038|1998-04-21
1|Davolio|Nancy|1|11039|1998-04-21
1|Davolio|Nancy|1|11064|1998-05-01
1|Davolio|Nancy|1|11067|1998-05-04
1|Davolio|Nancy|1|11069|1998-05-04
1|Davolio|Nancy|1|11071|1998-05-05
1|Davolio|Nancy|1|11077|1998-05-06
2|Fuller|Andrew|2|10265|1996-07-25
2|Fuller|Andrew|2|10277|1996-08-09
2|Fuller|Andrew|2|10280|1996-08-14
2|Fuller|Andrew|2|10295|1996-09-02
2|Fuller|Andrew|2|10300|1996-09-09
2|Fuller|Andrew|2|10307|1996-09-17
2|Fuller|Andrew|2|10312|1996-09-23
2|Fuller|Andrew|2|10313|1996-09-24
2|Fuller|Andrew|2|10327|1996-10-11
2|Fuller|Andrew|2|10339|1996-10-28
2|Fuller|Andrew|2|10345|1996-11-04
2|Fuller|Andrew|2|10368|1996-11-29
2|Fuller|Andrew|2|10379|1996-12-11
2|Fuller|Andrew|2|10388|1996-12-19
2|Fuller|Andrew|2|10392|1996-12-24
2|Fuller|Andrew|2|10398|1996-12-30
2|Fuller|Andrew|2|10404|1997-01-03
2|Fuller|Andrew|2|10407|1997-01-07
2|Fuller|Andrew|2|10414|1997-01-14
2|Fuller|Andrew|2|10422|1997-01-22
2|Fuller|Andrew|2|10457|1997-02-25
2|Fuller|Andrew|2|10462|1997-03-03
2|Fuller|Andrew|2|10471|1997-03-11
2|Fuller|Andrew|2|10478|1997-03-18
2|Fuller|Andrew|2|10487|1997-03-26
2|Fuller|Andrew|2|10502|1997-04-10
2|Fuller|Andrew|2|10515|1997-04-23
2|Fuller|Andrew|2|10516|1997-04-24
2|Fuller|Andrew|2|10541|1997-05-19
2|Fuller|Andrew|2|10552|1997-05-29
2|Fuller|Andrew|2|10553|1997-05-30
2|Fuller|Andrew|2|10556|1997-06-03
2|Fuller|Andrew|2|10561|1997-06-06
2|Fuller|Andrew|2|10563|1997-06-10
2|Fuller|Andrew|2|10583|1997-06-30
2|Fuller|Andrew|2|10588|1997-07-03
2|Fuller|Andrew|2|10595|1997-07-10
2|Fuller|Andrew|2|10615|1997-07-30
2|Fuller|Andrew|2|10620|1997-08-05
2|Fuller|Andrew|2|10657|1997-09-04
2|Fuller|Andrew|2|10663|1997-09-10
2|Fuller|Andrew|2|10669|1997-09-15
2|Fuller|Andrew|2|10673|1997-09-18
2|Fuller|Andrew|2|10676|1997-09-22
2|Fuller|Andrew|2|10683|1997-09-26
2|Fuller|Andrew|2|10686|1997-09-30
2|Fuller|Andrew|2|10691|1997-10-03
2|Fuller|Andrew|2|10727|1997-11-03
2|Fuller|Andrew|2|10734|1997-11-07
2|Fuller|Andrew|2|10737|1997-11-11
2|Fuller|Andrew|2|10738|1997-11-12
2|Fuller|Andrew|2|10752|1997-11-24
2|Fuller|Andrew|2|10780|1997-12-16
2|Fuller|Andrew|2|10781|1997-12-17
2|Fuller|Andrew|2|10787|1997-12-19
2|Fuller|Andrew|2|10798|1997-12-26
2|Fuller|Andrew|2|10805|1997-12-30
2|Fuller|Andrew|2|10808|1998-01-01
2|Fuller|Andrew|2|10810|1998-01-01
2|Fuller|Andrew|2|10815|1998-01-05
2|Fuller|Andrew|2|10819|1998-01-07
2|Fuller|Andrew|2|10832|1998-01-14
2|Fuller|Andrew|2|10846|1998-01-22
2|Fuller|Andrew|2|10858|1998-01-29
2|Fuller|Andrew|2|10865|1998-02-02
2|Fuller|Andrew|2|10912|1998-02-26
2|Fuller|Andrew|2|10915|1998-02-27
2|Fuller|Andrew|2|10919|1998-03-02
2|Fuller|Andrew|2|10939|1998-03-10
2|Fuller|Andrew|2|10949|1998-03-13
2|Fuller|Andrew|2|10967|1998-03-23
2|Fuller|Andrew|2|10971|1998-03-24
2|Fuller|Andrew|2|10982|1998-03-27
2|Fuller|Andrew|2|10983|1998-03-27
2|Fuller|Andrew|2|10985|1998-03-30
2|Fuller|Andrew|2|10989|1998-03-31
2|Fuller|Andrew|2|10990|1998-04-01
2|Fuller|Andrew|2|10994|1998-04-02
2|Fuller|Andrew|2|11000|1998-04-06
2|Fuller|Andrew|2|11001|1998-04-06
2|Fuller|Andrew|2|11005|1998-04-07
2|Fuller|Andrew|2|11009|1998-04-08
2|Fuller|Andrew|2|11010|1998-04-09
2|Fuller|Andrew|2|11013|1998-04-09
2|Fuller|Andrew|2|11014|1998-04-10
2|Fuller|Andrew|2|11015|1998-04-10
2|Fuller|Andrew|2|11020|1998-04-14
2|Fuller|Andrew|2|11028|1998-04-16
2|Fuller|Andrew|2|11032|1998-04-17
2|Fuller|Andrew|2|11035|1998-04-20
2|Fuller|Andrew|2|11042|1998-04-22
2|Fuller|Andrew|2|11053|1998-04-27
2|Fuller|Andrew|2|11059|1998-04-29
2|Fuller|Andrew|2|11060|1998-04-30
2|Fuller|Andrew|2|11070|1998-05-05
2|Fuller|Andrew|2|11073|1998-05-05
3|Leverling|Janet|3|10251|1996-07-08
3|Leverling|Janet|3|10253|1996-07-10
3|Leverling|Janet|3|10256|1996-07-15
3|Leverling|Janet|3|10266|1996-07-26
3|Leverling|Janet|3|10273|1996-08-05
3|Leverling|Janet|3|10283|1996-08-16
3|Leverling|Janet|3|10309|1996-09-19
3|Leverling|Janet|3|10321|1996-10-03
3|Leverling|Janet|3|10330|1996-10-16
3|Leverling|Janet|3|10332|1996-10-17
3|Leverling|Janet|3|10346|1996-11-05
3|Leverling|Janet|3|10352|1996-11-12
3|Leverling|Janet|3|10362|1996-11-25
3|Leverling|Janet|3|10365|1996-11-27
3|Leverling|Janet|3|10375|1996-12-06
3|Leverling|Janet|3|10381|1996-12-12
3|Leverling|Janet|3|10384|1996-12-16
3|Leverling|Janet|3|10391|1996-12-23
3|Leverling|Janet|3|10409|1997-01-09
3|Leverling|Janet|3|10410|1997-01-10
3|Leverling|Janet|3|10413|1997-01-14
3|Leverling|Janet|3|10415|1997-01-15
3|Leverling|Janet|3|10420|1997-01-21
3|Leverling|Janet|3|10429|1997-01-29
3|Leverling|Janet|3|10432|1997-01-31
3|Leverling|Janet|3|10433|1997-02-03
3|Leverling|Janet|3|10434|1997-02-03
3|Leverling|Janet|3|10436|1997-02-05
3|Leverling|Janet|3|10438|1997-02-06
3|Leverling|Janet|3|10441|1997-02-10
3|Leverling|Janet|3|10442|1997-02-11
3|Leverling|Janet|3|10444|1997-02-12
3|Leverling|Janet|3|10445|1997-02-13
3|Leverling|Janet|3|10449|1997-02-18
3|Leverling|Janet|3|10468|1997-03-07
3|Leverling|Janet|3|10479|1997-03-19
3|Leverling|Janet|3|10484|1997-03-24
3|Leverling|Janet|3|10492|1997-04-01
3|Leverling|Janet|3|10495|1997-04-03
3|Leverling|Janet|3|10505|1997-04-14
3|Leverling|Janet|3|10514|1997-04-22
3|Leverling|Janet|3|10517|1997-04-24
3|Leverling|Janet|3|10530|1997-05-08
3|Leverling|Janet|3|10536|1997-05-14
3|Leverling|Janet|3|10540|1997-05-19
3|Leverling|Janet|3|10547|1997-05-23
3|Leverling|Janet|3|10548|1997-05-26
3|Leverling|Janet|3|10568|1997-06-13
3|Leverling|Janet|3|10570|1997-06-17
3|Leverling|Janet|3|10572|1997-06-18
3|Leverling|Janet|3|10576|1997-06-23
3|Leverling|Janet|3|10581|1997-06-26
3|Leverling|Janet|3|10582|1997-06-27
3|Leverling|Janet|3|10592|1997-07-08
3|Leverling|Janet|3|10594|1997-07-09
3|Leverling|Janet|3|10619|1997-08-04
3|Leverling|Janet|3|10625|1997-08-08
3|Leverling|Janet|3|10638|1997-08-20
3|Leverling|Janet|3|10644|1997-08-25
3|Leverling|Janet|3|10662|1997-09-09
3|Leverling|Janet|3|10681|1997-09-25
3|Leverling|Janet|3|10682|1997-09-25
3|Leverling|Janet|3|10684|1997-09-26
3|Leverling|Janet|3|10693|1997-10-06
3|Leverling|Janet|3|10697|1997-10-08
3|Leverling|Janet|3|10699|1997-10-09
3|Leverling|Janet|3|10700|1997-10-10
3|Leverling|Janet|3|10712|1997-10-21
3|Leverling|Janet|3|10715|1997-10-23
3|Leverling|Janet|3|10723|1997-10-30
3|Leverling|Janet|3|10732|1997-11-06
3|Leverling|Janet|3|10739|1997-11-12
3|Leverling|Janet|3|10742|1997-11-14
3|Leverling|Janet|3|10748|1997-11-20
3|Leverling|Janet|3|10751|1997-11-24
3|Leverling|Janet|3|10753|1997-11-25
3|Leverling|Janet|3|10758|1997-11-28
3|Leverling|Janet|3|10759|1997-11-28
3|Leverling|Janet|3|10762|1997-12-02
3|Leverling|Janet|3|10763|1997-12-03
3|Leverling|Janet|3|10765|1997-12-04
3|Leverling|Janet|3|10768|1997-12-08
3|Leverling|Janet|3|10769|1997-12-08
3|Leverling|Janet|3|10772|1997-12-10
3|Leverling|Janet|3|10778|1997-12-16
3|Leverling|Janet|3|10779|1997-12-16
3|Leverling|Janet|3|10793|1997-12-24
3|Leverling|Janet|3|10796|1997-12-25
3|Leverling|Janet|3|10806|1997-12-31
3|Leverling|Janet|3|10814|1998-01-05
3|Leverling|Janet|3|10817|1998-01-06
3|Leverling|Janet|3|10820|1998-01-07
3|Leverling|Janet|3|10831|1998-01-14
3|Leverling|Janet|3|10838|1998-01-19
3|Leverling|Janet|3|10839|1998-01-19
3|Leverling|Janet|3|10854|1998-01-27
3|Leverling|Janet|3|10855|1998-01-27
3|Leverling|Janet|3|10856|1998-01-28
3|Leverling|Janet|3|10860|1998-01-29
3|Leverling|Janet|3|10879|1998-02-10
3|Leverling|Janet|3|10895|1998-02-18
3|Leverling|Janet|3|10897|1998-02-19
3|Leverling|Janet|3|10903|1998-02-24
3|Leverling|Janet|3|10904|1998-02-24
3|Leverling|Janet|3|10911|1998-02-26
3|Leverling|Janet|3|10918|1998-03-02
3|Leverling|Janet|3|10924|1998-03-04
3|Leverling|Janet|3|10925|1998-03-04
3|Leverling|Janet|3|10934|1998-03-09
3|Leverling|Janet|3|10936|1998-03-09
3|Leverling|Janet|3|10938|1998-03-10
3|Leverling|Janet|3|10947|1998-03-13
3|Leverling|Janet|3|10948|1998-03-13
3|Leverling|Janet|3|10960|1998-03-19
3|Leverling|Janet|3|10964|1998-03-20
3|Leverling|Janet|3|10974|1998-03-25
3|Leverling|Janet|3|10988|1998-03-31
3|Leverling|Janet|3|11003|1998-04-06
3|Leverling|Janet|3|11004|1998-04-07
3|Leverling|Janet|3|11006|1998-04-07
3|Leverling|Janet|3|11011|1998-04-09
3|Leverling|Janet|3|11021|1998-04-14
3|Leverling|Janet|3|11041|1998-04-22
3|Leverling|Janet|3|11049|1998-04-24
3|Leverling|Janet|3|11052|1998-04-27
3|Leverling|Janet|3|11057|1998-04-29
3|Leverling|Janet|3|11063|1998-04-30
4|Peacock|Margaret|4|10250|1996-07-08
4|Peacock|Margaret|4|10252|1996-07-09
4|Peacock|Margaret|4|10257|1996-07-16
4|Peacock|Margaret|4|10259|1996-07-18
4|Peacock|Margaret|4|10260|1996-07-19
4|Peacock|Margaret|4|10261|1996-07-19
4|Peacock|Margaret|4|10267|1996-07-29
4|Peacock|Margaret|4|10281|1996-08-14
4|Peacock|Margaret|4|10282|1996-08-15
4|Peacock|Margaret|4|10284|1996-08-19
4|Peacock|Margaret|4|10288|1996-08-23
4|Peacock|Margaret|4|10294|1996-08-30
4|Peacock|Margaret|4|10299|1996-09-06
4|Peacock|Margaret|4|10302|1996-09-10
4|Peacock|Margaret|4|10315|1996-09-26
4|Peacock|Margaret|4|10323|1996-10-07
4|Peacock|Margaret|4|10326|1996-10-10
4|Peacock|Margaret|4|10328|1996-10-14
4|Peacock|Margaret|4|10329|1996-10-15
4|Peacock|Margaret|4|10337|1996-10-24
4|Peacock|Margaret|4|10338|1996-10-25
4|Peacock|Margaret|4|10342|1996-10-30
4|Peacock|Margaret|4|10343|1996-10-31
4|Peacock|Margaret|4|10344|1996-11-01
4|Peacock|Margaret|4|10347|1996-11-06
4|Peacock|Margaret|4|10348|1996-11-07
4|Peacock|Margaret|4|10360|1996-11-22
4|Peacock|Margaret|4|10363|1996-11-26
4|Peacock|Margaret|4|10373|1996-12-05
4|Peacock|Margaret|4|10382|1996-12-13
4|Peacock|Margaret|4|10389|1996-12-20
4|Peacock|Margaret|4|10403|1997-01-03
4|Peacock|Margaret|4|10417|1997-01-16
4|Peacock|Margaret|4|10418|1997-01-17
4|Peacock|Margaret|4|10419|1997-01-20
4|Peacock|Margaret|4|10426|1997-01-27
4|Peacock|Margaret|4|10427|1997-01-27
4|Peacock|Margaret|4|10430|1997-01-30
4|Peacock|Margaret|4|10431|1997-01-30
4|Peacock|Margaret|4|10440|1997-02-10
4|Peacock|Margaret|4|10447|1997-02-14
4|Peacock|Margaret|4|10448|1997-02-17
4|Peacock|Margaret|4|10451|1997-02-19
4|Peacock|Margaret|4|10454|1997-02-21
4|Peacock|Margaret|4|10459|1997-02-27
4|Peacock|Margaret|4|10464|1997-03-04
4|Peacock|Margaret|4|10466|1997-03-06
4|Peacock|Margaret|4|10470|1997-03-11
4|Peacock|Margaret|4|10485|1997-03-25
4|Peacock|Margaret|4|10493|1997-04-02
4|Peacock|Margaret|4|10494|1997-04-02
4|Peacock|Margaret|4|10499|1997-04-08
4|Peacock|Margaret|4|10504|1997-04-11
4|Peacock|Margaret|4|10509|1997-04-17
4|Peacock|Margaret|4|10511|1997-04-18
4|Peacock|Margaret|4|10518|1997-04-25
4|Peacock|Margaret|4|10522|1997-04-30
4|Peacock|Margaret|4|10526|1997-05-05
4|Peacock|Margaret|4|10535|1997-05-13
4|Peacock|Margaret|4|10544|1997-05-21
4|Peacock|Margaret|4|10551|1997-05-28
4|Peacock|Margaret|4|10554|1997-05-30
4|Peacock|Margaret|4|10564|1997-06-10
4|Peacock|Margaret|4|10574|1997-06-19
4|Peacock|Margaret|4|10578|1997-06-24
4|Peacock|Margaret|4|10580|1997-06-26
4|Peacock|Margaret|4|10584|1997-06-30
4|Peacock|Margaret|4|10590|1997-07-07
4|Peacock|Margaret|4|10600|1997-07-16
4|Peacock|Margaret|4|10606|1997-07-22
4|Peacock|Margaret|4|10608|1997-07-23
4|Peacock|Margaret|4|10613|1997-07-29
4|Peacock|Margaret|4|10617|1997-07-31
4|Peacock|Margaret|4|10621|1997-08-05
4|Peacock|Margaret|4|10622|1997-08-06
4|Peacock|Margaret|4|10624|1997-08-07
4|Peacock|Margaret|4|10628|1997-08-12
4|Peacock|Margaret|4|10629|1997-08-12
4|Peacock|Margaret|4|10634|1997-08-15
4|Peacock|Margaret|4|10636|1997-08-19
4|Peacock|Margaret|4|10640|1997-08-21
4|Peacock|Margaret|4|10641|1997-08-22
4|Peacock|Margaret|4|10645|1997-08-26
4|Peacock|Margaret|4|10647|1997-08-27
4|Peacock|Margaret|4|10652|1997-09-01
4|Peacock|Margaret|4|10658|1997-09-05
4|Peacock|Margaret|4|10670|1997-09-16
4|Peacock|Margaret|4|10674|1997-09-18
4|Peacock|Margaret|4|10685|1997-09-29
4|Peacock|Margaret|4|10688|1997-10-01
4|Peacock|Margaret|4|10692|1997-10-03
4|Peacock|Margaret|4|10698|1997-10-09
4|Peacock|Margaret|4|10702|1997-10-13
4|Peacock|Margaret|4|10707|1997-10-16
4|Peacock|Margaret|4|10716|1997-10-24
4|Peacock|Margaret|4|10725|1997-10-31
4|Peacock|Margaret|4|10726|1997-11-03
4|Peacock|Margaret|4|10728|1997-11-04
4|Peacock|Margaret|4|10740|1997-11-13
4|Peacock|Margaret|4|10741|1997-11-14
4|Peacock|Margaret|4|10749|1997-11-20
4|Peacock|Margaret|4|10755|1997-11-26
4|Peacock|Margaret|4|10760|1997-12-01
4|Peacock|Margaret|4|10766|1997-12-05
4|Peacock|Margaret|4|10767|1997-12-05
4|Peacock|Margaret|4|10774|1997-12-11
4|Peacock|Margaret|4|10783|1997-12-18
4|Peacock|Margaret|4|10784|1997-12-18
4|Peacock|Margaret|4|10801|1997-12-29
4|Peacock|Margaret|4|10802|1997-12-29
4|Peacock|Margaret|4|10803|1997-12-30
4|Peacock|Margaret|4|10807|1997-12-31
4|Peacock|Margaret|4|10816|1998-01-06
4|Peacock|Margaret|4|10830|1998-01-13
4|Peacock|Margaret|4|10840|1998-01-19
4|Peacock|Margaret|4|10843|1998-01-21
4|Peacock|Margaret|4|10847|1998-01-22
4|Peacock|Margaret|4|10861|1998-01-30
4|Peacock|Margaret|4|10863|1998-02-02
4|Peacock|Margaret|4|10864|1998-02-02
4|Peacock|Margaret|4|10873|1998-02-06
4|Peacock|Margaret|4|10875|1998-02-06
4|Peacock|Margaret|4|10878|1998-02-10
4|Peacock|Margaret|4|10881|1998-02-11
4|Peacock|Margaret|4|10882|1998-02-11
4|Peacock|Margaret|4|10884|1998-02-12
4|Peacock|Margaret|4|10892|1998-02-17
4|Peacock|Margaret|4|10898|1998-02-20
4|Peacock|Margaret|4|10901|1998-02-23
4|Peacock|Margaret|4|10906|1998-02-25
4|Peacock|Margaret|4|10908|1998-02-26
4|Peacock|Margaret|4|10913|1998-02-26
4|Peacock|Margaret|4|10917|1998-03-02
4|Peacock|Margaret|4|10920|1998-03-03
4|Peacock|Margaret|4|10926|1998-03-04
4|Peacock|Margaret|4|10927|1998-03-05
4|Peacock|Margaret|4|10930|1998-03-06
4|Peacock|Margaret|4|10931|1998-03-06
4|Peacock|Margaret|4|10935|1998-03-09
4|Peacock|Margaret|4|10943|1998-03-11
4|Peacock|Margaret|4|10945|1998-03-12
4|Peacock|Margaret|4|10966|1998-03-20
4|Peacock|Margaret|4|10972|1998-03-24
4|Peacock|Margaret|4|10980|1998-03-27
4|Peacock|Margaret|4|10996|1998-04-02
4|Peacock|Margaret|4|11002|1998-04-06
4|Peacock|Margaret|4|11018|1998-04-13
4|Peacock|Margaret|4|11024|1998-04-15
4|Peacock|Margaret|4|11026|1998-04-15
4|Peacock|Margaret|4|11029|1998-04-16
4|Peacock|Margaret|4|11040|1998-04-22
4|Peacock|Margaret|4|11044|1998-04-23
4|Peacock|Margaret|4|11061|1998-04-30
4|Peacock|Margaret|4|11062|1998-04-30
4|Peacock|Margaret|4|11072|1998-05-05
4|Peacock|Margaret|4|11076|1998-05-06
5|Buchanan|Steven|5|10248|1996-07-04
5|Buchanan|Steven|5|10254|1996-07-11
5|Buchanan|Steven|5|10269|1996-07-31
5|Buchanan|Steven|5|10297|1996-09-04
5|Buchanan|Steven|5|10320|1996-10-03
5|Buchanan|Steven|5|10333|1996-10-18
5|Buchanan|Steven|5|10358|1996-11-20
5|Buchanan|Steven|5|10359|1996-11-21
5|Buchanan|Steven|5|10372|1996-12-04
5|Buchanan|Steven|5|10378|1996-12-10
5|Buchanan|Steven|5|10397|1996-12-27
5|Buchanan|Steven|5|10463|1997-03-04
5|Buchanan|Steven|5|10474|1997-03-13
5|Buchanan|Steven|5|10477|1997-03-17
5|Buchanan|Steven|5|10529|1997-05-07
5|Buchanan|Steven|5|10549|1997-05-27
5|Buchanan|Steven|5|10569|1997-06-16
5|Buchanan|Steven|5|10575|1997-06-20
5|Buchanan|Steven|5|10607|1997-07-22
5|Buchanan|Steven|5|10648|1997-08-28
5|Buchanan|Steven|5|10649|1997-08-28
5|Buchanan|Steven|5|10650|1997-08-29
5|Buchanan|Steven|5|10654|1997-09-02
5|Buchanan|Steven|5|10675|1997-09-19
5|Buchanan|Steven|5|10711|1997-10-21
5|Buchanan|Steven|5|10714|1997-10-22
5|Buchanan|Steven|5|10721|1997-10-29
5|Buchanan|Steven|5|10730|1997-11-05
5|Buchanan|Steven|5|10761|1997-12-02
5|Buchanan|Steven|5|10812|1998-01-02
5|Buchanan|Steven|5|10823|1998-01-09
5|Buchanan|Steven|5|10841|1998-01-20
5|Buchanan|Steven|5|10851|1998-01-26
5|Buchanan|Steven|5|10866|1998-02-03
5|Buchanan|Steven|5|10869|1998-02-04
5|Buchanan|Steven|5|10870|1998-02-04
5|Buchanan|Steven|5|10872|1998-02-05
5|Buchanan|Steven|5|10874|1998-02-06
5|Buchanan|Steven|5|10899|1998-02-20
5|Buchanan|Steven|5|10922|1998-03-03
5|Buchanan|Steven|5|10954|1998-03-17
5|Buchanan|Steven|5|11043|1998-04-22
6|Suyama|Michael|6|10249|1996-07-05
6|Suyama|Michael|6|10264|1996-07-24
6|Suyama|Michael|6|10271|1996-08-01
6|Suyama|Michael|6|10272|1996-08-02
6|Suyama|Michael|6|10274|1996-08-06
6|Suyama|Michael|6|10291|1996-08-27
6|Suyama|Michael|6|10296|1996-09-03
6|Suyama|Michael|6|10298|1996-09-05
6|Suyama|Michael|6|10317|1996-09-30
6|Suyama|Michael|6|10350|1996-11-11
6|Suyama|Michael|6|10355|1996-11-15
6|Suyama|Michael|6|10356|1996-11-18
6|Suyama|Michael|6|10370|1996-12-03
6|Suyama|Michael|6|10390|1996-12-23
6|Suyama|Michael|6|10395|1996-12-26
6|Suyama|Michael|6|10423|1997-01-23
6|Suyama|Michael|6|10425|1997-01-24
6|Suyama|Michael|6|10439|1997-02-07
6|Suyama|Michael|6|10446|1997-02-14
6|Suyama|Michael|6|10480|1997-03-20
6|Suyama|Michael|6|10489|1997-03-28
6|Suyama|Michael|6|10500|1997-04-09
6|Suyama|Michael|6|10503|1997-04-11
6|Suyama|Michael|6|10510|1997-04-18
6|Suyama|Michael|6|10519|1997-04-28
6|Suyama|Michael|6|10528|1997-05-06
6|Suyama|Michael|6|10539|1997-05-16
6|Suyama|Michael|6|10555|1997-06-02
6|Suyama|Michael|6|10559|1997-06-05
6|Suyama|Michael|6|10599|1997-07-15
6|Suyama|Michael|6|10611|1997-07-25
